,adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,name,vote_average,vote_count
231,False,/5O7CEMnV5bgJEj5pxf6XlhjqatC.jpg,"[10759, 18, 9648]",100757,['US'],en,Outer Banks,"A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.",71.737,/ovDgO2LPfwdVRfvScAqo9aMiIW.jpg,2020-04-15,Outer Banks,8.406,785
232,False,/vEMl9RED1HelffdKWxToa3fmyo2.jpg,"[16, 10759, 10765, 35]",74387,"['CA', 'US']",en,Final Space,"An astronaut named Gary and his planet-destroying sidekick Mooncake embark on serialized journeys through space in order to unlock the mystery of “Final Space,” the last point in the universe, if it actually does exist.",66.409,/zT6tXWsJoBOWJT1PeUEKLTFOoHh.jpg,2018-02-26,Final Space,8.404,785
233,False,/sGDC1ucGrbbrM3Lg9YD2zpSIFcS.jpg,"[18, 35]",114395,['KR'],ko,아름다웠던 우리에게,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",27.139,/hZQsdmWWB2kKDLJyfHvk8dR5VTJ.jpg,2020-12-28,A Love So Beautiful,8.403,503
234,False,/3E1GroTJCRdIYHa5n62GqjmqxQR.jpg,"[35, 18]",112888,['KR'],ko,여신강림,"Lim Ju-kyung is a high school student. Since she was little, she has had a complex about her appearance. To hide her bare face, Ju-kyung always wears make-up. Her excellent make-up skills make her pretty and she hides her bare face in front of others. She gets involved with 2 men; Lee Su-ho and Han Seo-jun.",228.474,/sld43SJArZqlnANJabq8R5wdOZk.jpg,2020-12-09,True Beauty,8.404,1754
235,False,/npD65vPa4vvn1ZHpp3o05A5vdKT.jpg,"[18, 9648, 10765]",95396,['US'],en,Severance,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",126.566,/lFf6LLrQjYldcZItzOkGmMMigP7.jpg,2022-02-17,Severance,8.4,1010
236,False,/ihiHcoRfj4ga9xiIrD4KIQA5sO2.jpg,"[18, 9648, 10759]",113268,['KR'],ko,경이로운 소문,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",141.655,/tKU34QiJUfVipcuhAs5S3TdCpAF.jpg,2020-11-28,The Uncanny Counter,8.399,233
237,False,/injrIOMNCQv4kTNX6hWa1QlyKoK.jpg,"[16, 10759, 10765, 18, 80]",99071,['JP'],ja,回復術士のやり直し,"In a world of monsters, adventurers and magic, some of the most gifted healers are subjugated to brute force. Keyaru gains the ability to rewind time and turns the tables on those who’ve exploited him in this dark fantasy tale of vengeance and fury.",120.538,/a5IDQtt7SgLbLtY7YGYVp1XvRng.jpg,2021-01-13,Redo of Healer,8.398,860
238,False,/jNfgf7gmfNIdl2JNqggv2cnsrMD.jpg,"[16, 18, 10759]",61223,['JP'],ja,アカメが斬る！,"Young Tatsumi travels to the capital of the Empire in order to earn money for his starving people and encounters a world of unimaginable depravity, dominated by the ruthless Prime Minister who controls the child Emperor. Tatsumi is recruited by Night Raid, a group of assassins dedicated to eliminating corruption by mercilessly killing officials and privileged nobles.",92.672,/3c5BIEfAhTCWrIi4C8WMuwOl6bX.jpg,2014-07-07,Akame ga Kill!,8.398,951
239,False,/zfk6siC4KRXurG4jJzSXHy9szGQ.jpg,"[16, 18, 10765, 10759]",61459,['JP'],ja,寄生獣 セイの格率,"A species of parasitic aliens descends on Earth and quickly infiltrates humanity by entering the brains of vulnerable targets; insatiable beings that gain total control of their host and are capable of transforming themselves to feed on unsuspecting prey. High school student Shinichi Izumi falls victim to one of these parasites, but the creature fails to take over his brain and ends up in his right hand.",148.509,/cXBfjZSdJelu2r0wKD7qCxS71kb.jpg,2014-10-09,Parasyte -the maxim-,8.397,1117
240,False,/wEWHx6ybjGihzx7e9pammt0BUXW.jpg,"[80, 18]",97890,['US'],en,Power Book II: Ghost,"Picking up just days after the “Power” finale, this sequel series follows Tariq navigating his new life, in which his desire to shed his father’s legacy comes up against the mounting pressure to save his family.",92.976,/8rbxvwGpPd9MWjdhAoSBj016cns.jpg,2020-09-06,Power Book II: Ghost,8.4,279
241,False,/o9Z8O0gdi6Qvvzk86RdnnBjBGDq.jpg,"[18, 10759]",65143,['KR'],ko,태양의 후예,"After a chance meeting in a hospital, an ardent soldier falls for a gifted surgeon. Opposing philosophies tear them apart, but fate has other plans.",59.84,/GtbPMgS8oLr0dvLpP9eYXWLLGe.jpg,2016-02-24,Descendants of the Sun,8.4,676
242,False,/lUseDQFZoge6GR1F6dGtaARiF7M.jpg,"[18, 9648]",99489,['KR'],ko,펜트하우스,"A woman puts everything on the line to achieve her goal of being able to move into a luxury penthouse in the Gangnam District. In the process, she gradually finds herself turning into a monster.",72.802,/wybv1VgIOMhcHdU3ooikn2LuR1o.jpg,2020-10-26,The Penthouse,8.4,215
243,False,/vc3GVrH46tZPUk7RxRpQO6wH3ny.jpg,"[16, 35, 10765]",69291,['JP'],ja,小林さんちのメイドラゴン,"Kobayashi lives alone in an apartment, until one day, Tohru appeared and they ended up living together. Tooru looks down on humans as inferior and foolish, but having been saved by Kobayashi-san, she does everything she can to repay the debt and help her with various things, although not everything goes according to plan.

A mythical everyday life comedy about a hard working office lady living with a dragon girl.",139.066,/tNznuhcf7WKzEmPQEsIgGMrB3Az.jpg,2017-01-12,Miss Kobayashi's Dragon Maid,8.4,768
244,False,/2Tw7TtT5CY9ecVPpzZ3gkmPjTX4.jpg,"[18, 35]",63314,['MX'],es,Club de Cuervos,"When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",57.047,/fctsQt5NjZg5VxFVr9amJpHCjzo.jpg,2015-08-07,Club de Cuervos,8.4,278
245,False,/udCwCPDlWTfKDxXIqMNqxXcibfu.jpg,"[18, 16, 35]",62568,['JP'],ja,山田くんと7人の魔女,"One day, high-school boy Yamada bumps into the beautiful girl Shiraishi on the stairs (literally), and their lips touch as they fall. When they regain their wits, they realize that they have swapped bodies. As time progresses, the two realize that this is not the only mysterious happening in the school.",48.606,/y7j7cptjQvaMX2l12EkatqC54Q9.jpg,2015-04-12,Yamada-kun and the Seven Witches,8.391,211
246,False,/qtfMr08KQsWXnCHY0a96N8NpQ2l.jpg,"[10759, 16, 10765]",30984,['JP'],ja,BLEACH,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever. Now, with a newfound wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil.",863.701,/2EewmxXe72ogD0EaWM8gqa0ccIw.jpg,2004-10-05,Bleach,8.388,1708
247,False,/pMCvRynXABgLBMKHYa2UXjTBMsU.jpg,"[16, 35, 10765]",615,['US'],en,Futurama,"The adventures of a late-20th-century New York City pizza delivery boy, Philip J. Fry, who, after being unwittingly cryogenically frozen for one thousand years, finds employment at Planet Express, an interplanetary delivery company in the retro-futuristic 31st century.",521.815,/7RRHbCUtAsVmKI6FEMzZB6Re88P.jpg,1999-03-28,Futurama,8.388,3052
248,False,/9Y8JZyxH7xiIteb4JFHRodcQD0E.jpg,"[16, 35, 18]",135918,['IT'],it,Strappare lungo i bordi,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,28.591,/jD8abZSQ9zMOsqr1M7zButnzCuz.jpg,2021-11-17,Tear Along the Dotted Line,8.385,344
249,False,/s0w8JbuNNxL1YgaHeDWih12C3jG.jpg,"[10759, 16, 35]",63926,['JP'],ja,ワンパンマン,"Saitama is a hero who only became a hero for fun. After three years of “special” training, though, he’s become so strong that he’s practically invincible. In fact, he’s too strong — even his mightiest opponents are taken out with a single punch, and it turns out that being devastatingly powerful is actually kind of a bore. With his passion for being a hero lost along with his hair, yet still faced with new enemies every day, how much longer can he keep it going?",152.536,/jbYJuxfZMpYDalkiOnBcCv9TaL.jpg,2015-10-05,One-Punch Man,8.384,3362
250,False,/ciPDoPMqd3icCBHsIlhIb3UyOd2.jpg,"[16, 10765, 10759, 35]",111819,['JP'],ja,月が導く異世界道中,"Makoto Misumi is just an ordinary high school student living a regular life, but all of a sudden gets summoned to the other world to become a ""hero."" The goddess of the other world, however, insults him for being different and strips his ""hero"" title, before casting him off to the wilderness at the edge of the world. As he wanders the wilderness, Makoto encounters dragons, spiders, orcs, dwarves, and all sorts of non-human tribes. Because Makoto comes from a different world, he is able to unleash unimaginable magical powers and combat skills. But just how will he handle his encounters with various species and survive in his new environment. In this fantasy, Makoto tries to transform the other world into a better place despite the humans and gods having turned their backs on him.",236.757,/oGTihBVxHROSWa1WJnireCbl0KQ.jpg,2021-07-07,TSUKIMICHI -Moonlit Fantasy-,8.383,252
251,False,/gI3rLwLZ9fHuqcEXYiCBvVpUHb0.jpg,"[16, 18, 10765, 10768]",69346,['JP'],ja,幼女戦記,"On the front lines of the war, Tanya Degurechaff, blond hair, blue eyes, and porcelain white skin, commands her squad with lisping voice. Actually, she is one of Japan's most elite salary men, reborn as a little girl into a world of magical warfare after angering a mysterious being who calls himself God.",182.114,/5nwiHomKZBBF9DLrolfZapi3fDm.jpg,2017-01-06,Saga of Tanya the Evil,8.383,334
252,False,/pJvLprQwTVEOSBPs25y4rM214ch.jpg,"[35, 10751]",46028,['US'],en,Girl Meets World,"The adventures of relatable and adventurous Riley Matthews, the tween daughter of Cory and Topanga Matthews, and her bold best friend Maya as they traverse the twists and turns of teenage years at Manhattan's John Quincy Adams Middle School where Riley's dad is their History teacher.",155.086,/xhU1KkPtM9fpE1HKpdghX0VlyYF.jpg,2014-06-27,Girl Meets World,8.382,654
253,False,/nqd36m68bHNJyzV6EuJzl3CB5J4.jpg,"[16, 18, 10765]",63145,['JP'],ja,シャーロット,"All thanks to the special ability that he developed, Yuu was able to  cheat his way into a very prestigious high school. With his power, he  thought nothing was going to stand in his way, until he met a mysterious  girl named Nao Tomori and other students with special abilities just like him. It was the beginning to a new life.",69.2,/udiCs1RBGfda1z52cBxu8j9JNmP.jpg,2015-07-05,Charlotte,8.381,552
254,False,/ucyQMoSTH5FkCcQl4G4rLMtRSsJ.jpg,"[80, 18, 9648, 10765]",4087,['US'],en,The X-Files,"The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the paranormal while Scully, a skeptic, is assigned to make scientific analyses of Mulder's discoveries that debunk Mulder's work and thus return him to mainstream cases.",515.377,/5BD0kiTGnDxONqdrsswTewnk6WH.jpg,1993-09-10,The X-Files,8.38,2887
255,False,/mXouvrZbn8YpZMURGvw30QK8qfo.jpg,"[18, 10765]",89641,['KR'],ko,좋아하면 울리는,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",50.896,/s87JyAWtRLLlmsYWXTED1l8henB.jpg,2019-08-22,Love Alarm,8.373,1897
256,False,/rJFqKcmMSttdNP58l0dVzY2NcTA.jpg,"[80, 18, 9648]",5920,['US'],en,The Mentalist,"Patrick Jane, a former celebrity psychic medium, uses his razor sharp skills of observation and expertise at ""reading"" people to solve serious crimes with the California Bureau of Investigation.",740.663,/acYXu4KaDj1NIkMgObnhe4C4a0T.jpg,2008-09-23,The Mentalist,8.375,3550
257,False,/sMPGLb2cjsE7K4T0h4Vsiv93V5J.jpg,"[35, 9648, 80]",107113,['US'],en,Only Murders in the Building,Three strangers share an obsession with true crime and suddenly find themselves wrapped up in one.,130.185,/yhx6PnU3L2a6FnEFGOlBKTZ8TSD.jpg,2021-08-31,Only Murders in the Building,8.373,1250
258,False,/5kOKNntEPrnq8LRtjC9vXAUueut.jpg,"[35, 18]",85404,['KR'],ko,진심이 닿다,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",36.701,/kVFflfTOFqFBh34jcVRI1QCWSre.jpg,2019-02-06,Touch Your Heart,8.4,324
259,False,/vvAZwI5Kd4n3PI7ZrXjYpBEgpp0.jpg,"[16, 35, 10759, 10765]",94404,['JP'],ja,ドロヘドロ,"Amnesiac Caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend Nikaido's help. In the Hole, that's a threat.",66.838,/8rt0bfnS2ZeSCaewgkKV4oYIH29.jpg,2020-01-13,Dorohedoro,8.4,306
260,False,/kKlzA0owtx63wxpiYxgzSXrx6yz.jpg,[35],79434,['KR'],ko,김비서가 왜 그럴까,"Lee Young-Joon's family runs a large company and he works as the vice-president of the company. He is smart, rich and handsome, but he is arrogant. His secretary is Kim Mi-So. She has worked for him for years and she is perfect for him, but Kim Mi-So decides to quit her job.",53.017,/w6muIYgrx1XZFombs3N8owfgLwf.jpg,2018-06-06,What's Wrong with Secretary Kim,8.369,568
